Data,Godz,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
20200211,6,19200,18398.250
20200211,7,22100,20897.950
20200211,8,23500,22610.300
20200211,9,24300,23507.888
20200211,10,24400,23914.975
20200211,11,24500,23780.563
20200211,12,24500,23891.700
20200211,13,24800,23876.713
20200211,14,24900,24005.300
20200211,15,24400,23740.025
20200211,16,24000,23579.413
20200211,17,24600,23541.313
20200211,18,25000,24493.438
20200211,19,24700,24334.300
20200211,20,24600,24124.975
20200211,21,24100,23378.500
20200211,22,22600,21884.800
20200211,23,21100,20229.350
20200211,24,19700,19075.725
20200212,1,18300,18070.513
20200212,2,17700,17522.138
20200212,3,17300,17214.613
20200212,4,17300,17316.613
20200212,5,17800,17488.925
20200212,6,19300,18329.138
20200212,7,22000,20836.050
20200212,8,23400,22478.375
20200212,9,24200,23517.400
20200212,10,24300,23936.350
20200212,11,24100,23816.525
20200212,12,24100,23944.875
20200212,13,24200,23991.813
20200212,14,24400,24109.250
20200212,15,23900,23720.925
20200212,16,23700,23529.475
20200212,17,24500,23600.013
20200212,18,24700,24544.625
20200212,19,24500,24331.500
20200212,20,24400,24164.850
20200212,21,23900,23578.525
20200212,22,22400,22082.650
20200212,23,20800,20576.200
20200212,24,19500,19277.325
20200213,1,18400,18292.588
20200213,2,17900,17804.650
20200213,3,17600,17423.475
20200213,4,17700,17483.225
20200213,5,18000,17791.363
20200213,6,19500,18688.438
20200213,7,22100,21095.988
20200213,8,23400,22733.813
20200213,9,24100,23560.688
20200213,10,24300,23566.700
20200213,11,24000,23119.550
20200213,12,24100,23260.163
20200213,13,24100,23176.938
20200213,14,24300,23413.875
20200213,15,23900,23135.863
20200213,16,23500,23034.900
20200213,17,24100,23263.050
20200213,18,24800,24392.200
20200213,19,24600,24424.138
20200213,20,24400,24233.463
20200213,21,23600,23636.113
20200213,22,22300,22157.363
20200213,23,20800,20627.350
20200213,24,19400,19305.375
20200214,1,18500,18269.538
20200214,2,18000,17638.175
20200214,3,17700,17261.163
20200214,4,17700,17349.550
20200214,5,18200,17668.700
20200214,6,19800,18490.038
20200214,7,22200,21019.963
20200214,8,23500,22729.050
20200214,9,24200,23756.025
20200214,10,24400,24130.625
20200214,11,24300,24098.700
20200214,12,24300,24396.488
20200214,13,24400,24565.975
20200214,14,24700,24469.713
20200214,15,24300,23999.750
20200214,16,23900,23657.063
20200214,17,24400,23602.700
20200214,18,24900,24363.813
20200214,19,24600,24145.925
20200214,20,24500,23917.575
20200214,21,23800,23121.175
20200214,22,22500,21650.413
20200214,23,20900,20157.100
20200214,24,19500,18937.525
20200215,1,17900,17894.000
20200215,2,17100,17160.063
20200215,3,16900,16759.500
20200215,4,16800,16686.250
20200215,5,17000,16790.200
20200215,6,17200,16974.813
20200215,7,18300,17721.975
20200215,8,19700,18583.713
20200215,9,20800,19935.125
20200215,10,21000,20736.300
20200215,11,21100,20851.475
20200215,12,21000,20756.538
20200215,13,20600,20704.650
20200215,14,20500,20328.225
20200215,15,19700,19699.975
20200215,16,19600,19393.063
20200215,17,20100,19594.213
20200215,18,21200,20807.150
20200215,19,21200,20946.925
20200215,20,21000,20775.150
20200215,21,20500,20297.450
20200215,22,19500,19317.563
20200215,23,18300,18252.600
20200215,24,17400,17071.000
20200216,1,15600,16098.188
20200216,2,15000,15486.775
20200216,3,14600,15081.100
20200216,4,14400,15018.338
20200216,5,14400,14986.050
20200216,6,14600,15017.375
20200216,7,14900,15260.350
20200216,8,15600,15495.813
20200216,9,16600,16259.975
20200216,10,17200,16827.400
20200216,11,17600,17253.288
20200216,12,17600,17332.200
20200216,13,17650,17443.275
20200216,14,17700,17629.725
20200216,15,17150,17348.125
20200216,16,16800,17074.900
20200216,17,17400,17256.075
20200216,18,18900,18469.875
20200216,19,19100,18977.238
20200216,20,19200,18986.563
20200216,21,18700,18525.450
20200216,22,17800,17800.438
20200216,23,17100,17119.663
20200216,24,16100,16169.813
20200217,1,15750,15360.675
20200217,2,15200,15016.238
20200217,3,14950,14785.400
20200217,4,15250,14846.838
20200217,5,16050,15317.075
20200217,6,18050,16541.350
20200217,7,21000,19490.138
20200217,8,22650,21345.725
20200217,9,23550,22311.750
20200217,10,23600,22478.813
20200217,11,23600,22187.150
20200217,12,23650,22320.913
20200217,13,23750,22597.063
20200217,14,23850,22806.875
20200217,15,23250,22550.250
20200217,16,22700,22467.500
20200217,17,23200,22522.838
20200217,18,24250,23397.750
20200217,19,24250,23637.713
20200217,20,24050,23474.838
20200217,21,23300,22798.488
20200217,22,21850,21341.663
20200217,23,20450,19782.650
20200217,24,19050,18554.338
20200218,1,17482,17524.200
20200218,2,17085,16947.750
20200218,3,16777,16606.788
20200218,4,16758,16585.238
20200218,5,17083,16975.325
20200218,6,17766,17790.613
20200218,7,20209,20266.225
20200218,8,22080,21846.588
20200218,9,22892,22667.763
20200218,10,22988,22764.200
20200218,11,22861,22677.563
20200218,12,23061,22937.963
20200218,13,23143,22975.788
20200218,14,23154,22975.513
20200218,15,22913,22517.763
20200218,16,22647,22457.500
20200218,17,22736,22511.425
20200218,18,23687,23580.300
20200218,19,23874,23813.100
20200218,20,23666,23690.338
20200218,21,22794,23048.463
20200218,22,21268,21481.700
20200218,23,19802,19998.263
20200218,24,18671,18798.850
20200219,1,17800,17814.863
20200219,2,17200,17197.750
20200219,3,16900,16887.675
20200219,4,17000,16994.413
20200219,5,17500,17318.200
20200219,6,18600,18144.375
20200219,7,21600,20502.075
20200219,8,23000,22210.813
20200219,9,23800,22990.975
20200219,10,23900,23072.250
20200219,11,23900,22726.663
20200219,12,24000,22793.825
20200219,13,24200,22885.713
20200219,14,24300,23074.313
20200219,15,24000,22845.675
20200219,16,23600,22769.250
20200219,17,23600,22800.563
20200219,18,24300,23835.825
20200219,19,24200,23846.513
20200219,20,24100,23839.063
20200219,21,23400,23231.450
20200219,22,22000,21658.863
20200219,23,20500,20150.700
20200219,24,19100,18870.850
20200220,1,17900,17837.000
20200220,2,17300,17301.313
20200220,3,17000,17023.325
20200220,4,17000,17090.025
20200220,5,17500,17371.500
20200220,6,19100,18083.325
20200220,7,21900,20475.650
20200220,8,23200,22107.663
20200220,9,23850,23141.313
20200220,10,23950,23367.800
20200220,11,23650,23050.388
20200220,12,23700,23240.588
20200220,13,23850,23279.188
20200220,14,23950,23378.100
20200220,15,23600,23015.588
20200220,16,23250,22650.638
20200220,17,23450,22463.488
20200220,18,24400,23480.813
20200220,19,24400,23694.200
20200220,20,24400,23642.600
20200220,21,23500,23197.625
20200220,22,22100,21788.438
20200220,23,20600,20234.800
20200220,24,19400,18926.338
20200221,1,18100,17981.863
20200221,2,17400,17443.613
20200221,3,17050,17181.488
20200221,4,17250,17157.113
20200221,5,17800,17433.863
20200221,6,19150,18228.975
20200221,7,21800,20629.325
20200221,8,23100,22251.063
20200221,9,23600,23402.338
20200221,10,23550,23692.638
20200221,11,23400,23641.600
20200221,12,23450,23977.188
20200221,13,23550,23973.875
20200221,14,23750,23817.988
20200221,15,23300,23348.688
20200221,16,22900,23035.075
20200221,17,23100,22983.575
20200221,18,24200,23739.588
20200221,19,24300,23952.500
20200221,20,24150,23696.975
20200221,21,23300,22994.413
20200221,22,21900,21640.513
20200221,23,20300,20126.700
20200221,24,19100,18884.675
20200222,1,17700,17757.863
20200222,2,16900,17217.488
20200222,3,16500,16847.225
20200222,4,16400,16836.475
20200222,5,16500,16915.338
20200222,6,16800,17031.563
20200222,7,17800,17632.938
20200222,8,19000,18401.575
20200222,9,20200,19529.963
20200222,10,20700,20133.788
20200222,11,20900,20388.113
20200222,12,20850,20477.025
20200222,13,20500,20308.813
20200222,14,20350,20037.250
20200222,15,19650,19581.888
20200222,16,19400,19191.463
20200222,17,19600,19408.650
20200222,18,20900,20237.850
20200222,19,21000,20526.575
20200222,20,20800,20250.638
20200222,21,20150,19602.375
20200222,22,19150,18562.613
20200222,23,18000,17531.213
20200222,24,16900,16568.888
20200223,1,15900,15499.813
20200223,2,15400,14969.050
20200223,3,15000,14660.863
20200223,4,14850,14566.538
20200223,5,14850,14485.275
20200223,6,15100,14506.613
20200223,7,15300,14714.600
20200223,8,16100,15061.738
20200223,9,17100,16065.663
20200223,10,17600,16853.825
20200223,11,17900,17458.288
20200223,12,18000,17828.963
20200223,13,18200,18109.913
20200223,14,18400,18186.625
20200223,15,17950,17980.650
20200223,16,17600,17704.275
20200223,17,18000,17804.025
20200223,18,19500,18816.375
20200223,19,19700,19485.163
20200223,20,19700,19525.150
20200223,21,19200,18949.000
20200223,22,18350,17957.950
20200223,23,17550,17160.313
20200223,24,16700,16165.975
20200224,1,15400,15431.825
20200224,2,15000,15073.575
20200224,3,14800,14970.638
20200224,4,14950,15032.338
20200224,5,15850,15501.438
20200224,6,17650,16612.700
20200224,7,20650,19399.150
20200224,8,22250,21586.388
20200224,9,22950,22783.063
20200224,10,22950,23133.363
20200224,11,22700,22896.713
20200224,12,22700,23086.538
20200224,13,22800,23061.313
20200224,14,23000,23079.000
20200224,15,22500,22744.125
20200224,16,22100,22579.263
20200224,17,22350,22688.050
20200224,18,23400,23557.925
20200224,19,23600,23939.150
20200224,20,23500,23836.888
20200224,21,22800,23145.713
20200224,22,21400,21570.388
20200224,23,19800,20163.638
20200224,24,18500,18800.175
20200225,1,17800,17829.100
20200225,2,17200,17413.013
20200225,3,16900,17072.663
20200225,4,17000,17135.300
20200225,5,17600,17394.313
20200225,6,18800,18320.325
20200225,7,21500,20609.513
20200225,8,22800,22509.963
20200225,9,23600,23372.813
20200225,10,23600,23540.175
20200225,11,23700,23213.913
20200225,12,23800,23276.813
20200225,13,23800,23190.000
20200225,14,24000,23210.388
20200225,15,23600,22883.275
20200225,16,23100,22654.738
20200225,17,23000,22661.613
20200225,18,24100,23490.200
20200225,19,24100,23913.363
20200225,20,24100,23891.438
20200225,21,23400,23169.863
20200225,22,21900,21669.288
20200225,23,20400,20196.213
20200225,24,19100,18878.450
20200226,1,18000,17781.488
20200226,2,17400,17275.050
20200226,3,17100,16956.025
20200226,4,17200,17071.613
20200226,5,17600,17286.413
20200226,6,19100,18144.913
20200226,7,21800,20407.800
20200226,8,23100,22141.000
20200226,9,23800,22943.375
20200226,10,23800,23112.488
20200226,11,23700,23032.975
20200226,12,23800,23268.813
20200226,13,23800,23281.488
20200226,14,23900,23471.575
20200226,15,23500,23075.388
20200226,16,23100,22951.163
20200226,17,23200,22846.425
20200226,18,24100,23447.638
20200226,19,24200,23961.563
20200226,20,24200,24094.975
20200226,21,23500,23379.875
20200226,22,22000,21798.600
20200226,23,20600,20197.550
20200226,24,19200,19007.300
20200227,1,18100,18042.663
20200227,2,17350,17386.188
20200227,3,17200,17008.513
20200227,4,17350,17095.300
20200227,5,17750,17429.825
20200227,6,19250,18293.488
20200227,7,22100,20572.213
20200227,8,23500,22429.100
20200227,9,24250,23259.913
20200227,10,24350,23577.913
20200227,11,24200,23304.013
20200227,12,24350,23509.925
20200227,13,24500,23495.638
20200227,14,24650,23600.788
20200227,15,24150,23135.088
20200227,16,23550,22943.763
20200227,17,23450,22949.275
20200227,18,24400,23835.225
20200227,19,24600,24382.163
20200227,20,24550,24329.300
20200227,21,23700,23596.663
20200227,22,22150,21938.500
20200227,23,20650,20404.063
20200227,24,19300,19098.725
20200228,1,18000,18038.213
20200228,2,17350,17435.125
20200228,3,17200,17128.338
20200228,4,17300,17236.213
20200228,5,17900,17476.313
20200228,6,19400,18383.450
20200228,7,22200,20697.775
20200228,8,23500,22458.350
20200228,9,24100,23455.338
20200228,10,24100,23649.375
20200228,11,24000,23371.013
20200228,12,24000,23504.438
20200228,13,24050,23460.650
20200228,14,24150,23525.988
20200228,15,23750,23206.975
20200228,16,23550,22836.775
20200228,17,23250,22829.025
20200228,18,24150,23432.588
20200228,19,24450,24018.825
20200228,20,24400,23896.888
20200228,21,23600,23216.588
20200228,22,22000,21617.738
20200228,23,20500,20146.175
20200228,24,19300,18929.200
20200229,1,18000,17716.363
20200229,2,17200,17223.300
20200229,3,16800,16793.638
20200229,4,16700,16776.200
20200229,5,16800,16795.750
20200229,6,17100,16906.050
20200229,7,18200,17465.975
20200229,8,19400,18566.363
20200229,9,20600,19619.938
20200229,10,21000,20313.175
20200229,11,21100,20378.575
20200229,12,21100,20330.100
20200229,13,20900,20222.963
20200229,14,20800,20248.525
20200229,15,20100,19786.388
20200229,16,19800,19496.938
20200229,17,19900,19531.400
20200229,18,21100,20127.575
20200229,19,21200,20839.863
20200229,20,21000,20608.925
20200229,21,20300,20036.225
20200229,22,19300,18958.488
20200229,23,18400,17730.888
20200229,24,17300,16650.150
20200301,1,15800,15696.788
20200301,2,15200,15122.850
20200301,3,14900,14699.050
20200301,4,14700,14671.550
20200301,5,14700,14606.488
20200301,6,14800,14706.463
20200301,7,15000,14789.913
20200301,8,15700,15234.725
20200301,9,16800,16207.438
20200301,10,17600,16898.538
20200301,11,18000,17042.088
20200301,12,18200,17091.525
20200301,13,18300,17194.063
20200301,14,18400,17289.238
20200301,15,17900,17082.888
20200301,16,17500,16882.763
20200301,17,17900,16929.925
20200301,18,19400,17765.175
20200301,19,19700,19220.025
20200301,20,19800,19201.550
20200301,21,19200,18954.013
20200301,22,18200,18278.100
20200301,23,17500,17398.488
20200301,24,16500,16463.300
20200302,1,15700,15605.963
20200302,2,15300,15221.738
20200302,3,15200,15090.738
20200302,4,15400,15040.613
20200302,5,16100,15412.725
20200302,6,17900,16632.000
20200302,7,21000,19470.263
20200302,8,22500,21700.725
20200302,9,23200,22856.563
20200302,10,23200,23406.075
20200302,11,23000,23260.388
20200302,12,23100,23637.600
20200302,13,23300,23744.288
20200302,14,23500,23748.025
20200302,15,23000,23335.338
20200302,16,22700,22881.213
20200302,17,22600,22671.713
20200302,18,23900,23178.600
20200302,19,24200,23881.600
20200302,20,23900,23928.125
20200302,21,23200,23202.488
20200302,22,21800,21651.888
20200302,23,20100,19998.475
20200302,24,18800,18773.875
20200303,1,17700,17789.263
20200303,2,17200,17315.538
20200303,3,16900,16984.338
20200303,4,17000,17021.513
20200303,5,17500,17274.725
20200303,6,19000,18152.450
20200303,7,21800,20310.775
20200303,8,23100,22258.188
20200303,9,23700,23180.338
20200303,10,23800,23316.875
20200303,11,23700,22960.838
20200303,12,23800,23312.275
20200303,13,23800,23371.888
20200303,14,23900,23468.013
20200303,15,23500,23289.488
20200303,16,23100,23057.200
20200303,17,23100,22961.400
20200303,18,24000,23517.188
20200303,19,24200,23990.788
20200303,20,24100,23859.738
20200303,21,23500,23317.588
20200303,22,21800,21713.888
20200303,23,20400,20198.038
20200303,24,19000,18885.075
20200304,1,17400,17879.125
20200304,2,17000,17333.013
20200304,3,16800,16927.463
20200304,4,16900,17046.013
20200304,5,17300,17423.163
20200304,6,18900,18218.350
20200304,7,21600,20366.688
20200304,8,22800,22452.750
20200304,9,23400,23349.213
20200304,10,23400,23416.350
20200304,11,23200,23079.138
20200304,12,23400,23311.075
20200304,13,23500,23380.538
20200304,14,23600,23356.650
20200304,15,23300,23017.200
20200304,16,22800,22824.950
20200304,17,22600,22710.088
20200304,18,23600,23327.963
20200304,19,24100,24205.350
20200304,20,24000,24282.563
20200304,21,23300,23490.300
20200304,22,21800,21878.538
20200304,23,20400,20201.038
20200304,24,19000,18932.163
20200305,1,17900,17850.625
20200305,2,17500,17267.463
20200305,3,17200,16963.013
20200305,4,17300,17032.913
20200305,5,17800,17281.013
20200305,6,18900,18144.100
20200305,7,21700,20313.238
20200305,8,23000,22286.925
20200305,9,23300,22764.500
20200305,10,23200,22614.038
20200305,11,23000,22210.425
20200305,12,23100,22363.038
20200305,13,23300,22409.325
20200305,14,23300,22509.850
20200305,15,23000,22218.450
20200305,16,22300,22124.500
20200305,17,22300,22133.900
20200305,18,23600,22821.488
20200305,19,24000,23854.175
20200305,20,24000,23886.388
20200305,21,23400,23279.188
20200305,22,21800,21767.838
20200305,23,20300,20143.638
20200305,24,19000,18770.025
20200306,1,17000,17842.863
20200306,2,16500,17343.438
20200306,3,16200,16924.213
20200306,4,16200,17025.188
20200306,5,16700,17341.288
20200306,6,18100,18110.275
20200306,7,21200,20189.675
20200306,8,22500,22288.938
20200306,9,23100,23376.488
20200306,10,23100,23534.375
20200306,11,22900,23204.738
20200306,12,22900,23498.550
20200306,13,23100,23568.888
20200306,14,23100,23538.175
20200306,15,22800,23154.800
20200306,16,22400,23029.600
20200306,17,22200,22916.900
20200306,18,23300,23332.688
20200306,19,23600,23978.488
20200306,20,23600,23842.925
20200306,21,22900,23179.600
20200306,22,21400,21509.538
20200306,23,19700,19989.475
20200306,24,18300,18713.500
20200307,1,17300,17573.475
20200307,2,16700,17042.538
20200307,3,16250,16702.038
20200307,4,16250,16585.588
20200307,5,16350,16609.275
20200307,6,16450,16652.813
20200307,7,17800,17126.575
20200307,8,19100,18406.388
20200307,9,20100,19528.075
20200307,10,20400,20301.063
20200307,11,20550,20587.338
20200307,12,20600,20895.150
20200307,13,20450,20904.225
20200307,14,20250,20824.263
20200307,15,19750,20258.650
20200307,16,19250,19875.463
20200307,17,19450,19675.050
20200307,18,20650,20133.325
20200307,19,20900,20832.450
20200307,20,20900,20594.038
20200307,21,20200,19972.075
20200307,22,19000,18806.588
20200307,23,17800,17753.300
20200307,24,16700,16731.625
20200308,1,15600,15726.275
20200308,2,14850,15091.650
20200308,3,14450,14770.775
20200308,4,14350,14660.088
20200308,5,14450,14774.475
20200308,6,14450,14756.388
20200308,7,14900,14767.300
20200308,8,15700,15447.575
20200308,9,16800,16376.438
20200308,10,17300,17076.600
20200308,11,17600,17246.000
20200308,12,17600,17332.400
20200308,13,17700,17482.200
20200308,14,17700,17537.138
20200308,15,17300,17205.475
20200308,16,16750,16854.638
20200308,17,16950,16919.763
20200308,18,18600,17599.613
20200308,19,19500,19087.813
20200308,20,19500,19287.450
20200308,21,19100,19088.763
20200308,22,18100,18290.088
20200308,23,17400,17584.163
20200308,24,16450,16603.263
20200309,1,15500,15754.013
20200309,2,15150,15401.538
20200309,3,14800,15224.988
20200309,4,14950,15231.600
20200309,5,15800,15777.725
20200309,6,17600,16830.950
20200309,7,20900,19517.713
20200309,8,22600,21745.163
20200309,9,23250,22633.213
20200309,10,23250,22703.625
20200309,11,23050,22399.575
20200309,12,23100,22675.663
20200309,13,23200,22695.525
20200309,14,23350,22826.150
20200309,15,22900,22385.525
20200309,16,22300,22359.088
20200309,17,22400,22220.725
20200309,18,23600,22771.725
20200309,19,24200,23835.575
20200309,20,24150,23937.325
20200309,21,23400,23299.813
20200309,22,21900,21620.938
20200309,23,20100,19986.475
20200309,24,18800,18663.425
20200310,1,17200,17644.063
20200310,2,16500,17008.625
20200310,3,16200,16752.163
20200310,4,16400,16857.125
20200310,5,16800,17196.425
20200310,6,18200,17946.488
20200310,7,21300,20093.963
20200310,8,22750,22111.250
20200310,9,23200,22969.100
20200310,10,23100,22816.200
20200310,11,22950,22283.613
20200310,12,23000,22423.025
20200310,13,23200,22469.938
20200310,14,23200,22578.938
20200310,15,22750,22212.838
20200310,16,22300,22256.463
20200310,17,22350,22252.488
20200310,18,23400,22781.800
20200310,19,23900,23880.400
20200310,20,24000,23840.088
20200310,21,23300,23227.325
20200310,22,21600,21598.338
20200310,23,20200,20018.863
20200310,24,18900,18695.300
20200311,1,17800,17591.275
20200311,2,17100,17029.788
20200311,3,16900,16753.038
20200311,4,17000,16873.713
20200311,5,17500,17124.675
20200311,6,18700,17776.188
20200311,7,21300,19878.363
20200311,8,22600,22011.125
20200311,9,23000,22898.563
20200311,10,23000,22898.263
20200311,11,22900,22462.888
20200311,12,22900,22439.763
20200311,13,23100,22178.938
20200311,14,23200,22019.575
20200311,15,22800,21623.550
20200311,16,22600,21571.638
20200311,17,22400,21635.075
20200311,18,23600,22120.063
20200311,19,24000,23378.388
20200311,20,24000,23528.825
20200311,21,23400,22974.625
20200311,22,21900,21571.213
20200311,23,20300,19985.138
20200311,24,18900,18691.713
20200312,1,17600,17633.263
20200312,2,16900,17053.288
20200312,3,16700,16729.188
20200312,4,16900,16731.638
20200312,5,17300,16918.063
20200312,6,18200,17452.625
20200312,7,21000,19211.025
20200312,8,22400,21177.225
20200312,9,22800,22047.138
20200312,10,22800,22239.713
20200312,11,22800,22085.100
20200312,12,22800,22410.513
20200312,13,22900,22538.575
20200312,14,23100,22541.425
20200312,15,22600,22281.425
20200312,16,22400,22005.525
20200312,17,22200,21767.050
20200312,18,23200,22161.125
20200312,19,23700,23291.250
20200312,20,23800,23417.963
20200312,21,22900,22850.038
20200312,22,21400,21463.125
20200312,23,20000,19964.025
20200312,24,18700,18694.500
20200313,1,17600,17722.463
20200313,2,17000,17173.663
20200313,3,16800,16808.600
20200313,4,17000,16890.338
20200313,5,17400,17174.888
20200313,6,18600,17665.225
20200313,7,21400,19432.075
20200313,8,22800,21341.238
20200313,9,23300,22247.613
20200313,10,23300,22284.250
20200313,11,23200,22125.813
20200313,12,23200,22645.875
20200313,13,23300,22722.063
20200313,14,23500,22610.863
20200313,15,23000,22151.813
20200313,16,22600,22016.300
20200313,17,22500,21914.613
20200313,18,23500,22180.525
20200313,19,24000,23225.663
20200313,20,24100,23225.850
20200313,21,23200,22447.650
20200313,22,21700,21023.900
20200313,23,20300,19589.538
20200313,24,19000,18406.488
20200314,1,17850,17374.088
20200314,2,17250,16695.225
20200314,3,16900,16410.575
20200314,4,16800,16491.963
20200314,5,16950,16505.038
20200314,6,17000,16323.125
20200314,7,18050,16850.050
20200314,8,19400,17837.113
20200314,9,20400,18762.700
20200314,10,20700,19390.900
20200314,11,20950,19484.975
20200314,12,20800,19548.388
20200314,13,20650,19404.750
20200314,14,20650,19258.513
20200314,15,20000,18670.600
20200314,16,19500,18552.700
20200314,17,19400,18587.388
20200314,18,20500,19124.925
20200314,19,21000,20555.563
20200314,20,21000,20537.013
20200314,21,20300,19864.988
20200314,22,19100,18784.525
20200314,23,17900,17715.150
20200314,24,16900,16678.963
20200315,1,15400,15727.325
20200315,2,14900,15191.113
20200315,3,14500,14848.025
20200315,4,14400,14794.163
20200315,5,14500,14883.725
20200315,6,14350,14839.700
20200315,7,14700,14835.113
20200315,8,15550,15236.525
20200315,9,16500,15490.200
20200315,10,17000,15877.513
20200315,11,17200,16197.963
20200315,12,17100,16246.063
20200315,13,17000,16285.450
20200315,14,17100,16326.975
20200315,15,16550,16148.413
20200315,16,16050,16140.125
20200315,17,16250,16492.450
20200315,18,18100,17219.288
20200315,19,19000,18801.050
20200315,20,18950,19026.225
20200315,21,18700,18518.513
20200315,22,17900,17974.625
20200315,23,17000,17289.813
20200315,24,16100,16337.100
20200316,1,15050,15601.325
20200316,2,14400,15290.825
20200316,3,14300,15150.388
20200316,4,14350,15143.000
20200316,5,14950,15537.388
20200316,6,16550,16223.213
20200316,7,19400,18292.800
20200316,8,21400,20428.563
20200316,9,22100,21342.113
20200316,10,22100,21476.175
20200316,11,21900,21137.688
20200316,12,21900,21379.588
20200316,13,21850,21584.150
20200316,14,21950,21630.900
20200316,15,21350,21354.238
20200316,16,20850,21186.713
20200316,17,20750,21123.975
20200316,18,21900,21313.763
20200316,19,23100,22532.413
20200316,20,23100,22791.700
20200316,21,22500,22107.050
20200316,22,21000,20640.563
20200316,23,19500,19247.950
20200316,24,18000,18046.150
20200317,1,16500,17306.163
20200317,2,15900,16861.550
20200317,3,15600,16619.313
20200317,4,15700,16719.825
20200317,5,16200,16938.900
20200317,6,17000,17251.975
20200317,7,20200,18927.513
20200317,8,21600,20776.938
20200317,9,22150,21494.250
20200317,10,22050,21502.625
20200317,11,21850,21235.050
20200317,12,21850,21421.850
20200317,13,21850,21467.663
20200317,14,21850,21483.825
20200317,15,21350,20940.888
20200317,16,21000,20646.775
20200317,17,20800,20628.013
20200317,18,21500,21044.813
20200317,19,22800,22339.925
20200317,20,22850,22528.175
20200317,21,22200,21919.363
20200317,22,20700,20396.050
20200317,23,19000,19060.138
20200317,24,17600,17926.000
20200318,1,16700,17101.575
20200318,2,16100,16567.363
20200318,3,15800,16277.288
20200318,4,15900,16228.850
20200318,5,16350,16432.900
20200318,6,17150,16722.938
20200318,7,20250,18368.800
20200318,8,21500,20282.638
20200318,9,22100,21050.838
20200318,10,22100,20948.813
20200318,11,21800,20685.938
20200318,12,21850,20913.963
20200318,13,21750,20861.513
20200318,14,21850,20834.463
20200318,15,21450,20371.900
20200318,16,21050,20279.775
20200318,17,20950,20267.638
20200318,18,22000,20713.850
20200318,19,23050,22016.688
20200318,20,23050,22440.188
20200318,21,22500,21660.913
20200318,22,21000,20328.825
20200318,23,19300,18882.875
20200318,24,17800,17820.063
20200319,1,16650,16993.363
20200319,2,16150,16415.125
20200319,3,15750,15998.938
20200319,4,16050,16026.375
20200319,5,16450,16139.125
20200319,6,17250,16485.138
20200319,7,20150,17965.663
20200319,8,21200,19827.363
20200319,9,21700,20734.263
20200319,10,21550,20984.163
20200319,11,21450,20863.938
20200319,12,21550,21182.863
20200319,13,21650,21315.713
20200319,14,21750,21329.463
20200319,15,21000,20936.388
20200319,16,20600,20658.000
20200319,17,20450,20433.038
20200319,18,21550,20595.513
20200319,19,22700,21822.163
20200319,20,22600,22190.813
20200319,21,21950,21460.688
20200319,22,20550,20106.613
20200319,23,19100,18723.888
20200319,24,17800,17741.038
20200320,1,16200,16824.738
20200320,2,15700,16182.113
20200320,3,15250,16065.363
20200320,4,15400,16031.175
20200320,5,16000,16298.550
20200320,6,16600,16504.400
20200320,7,20000,18180.225
20200320,8,21300,20160.463
20200320,9,21800,21115.550
20200320,10,21700,21261.300
20200320,11,21700,21008.150
20200320,12,21750,21296.525
20200320,13,21900,21345.475
20200320,14,22000,21476.888
20200320,15,21300,21171.125
20200320,16,20950,20851.188
20200320,17,20850,20675.000
20200320,18,21750,20797.050
20200320,19,22900,21892.325
20200320,20,22800,21959.175
20200320,21,21950,21070.550
20200320,22,20450,19694.575
20200320,23,19100,18515.500
20200320,24,17800,17458.050
20200321,1,16500,16493.175
20200321,2,15900,15905.825
20200321,3,15500,15502.725
20200321,4,15400,15504.563
20200321,5,15600,15508.088
20200321,6,15500,15150.050
20200321,7,16650,15858.725
20200321,8,18050,16839.050
20200321,9,19200,17683.913
20200321,10,19400,18536.413
20200321,11,19600,18811.275
20200321,12,19600,18986.488
20200321,13,19500,18940.038
20200321,14,19300,18787.625
20200321,15,18400,18277.038
20200321,16,18100,17801.525
20200321,17,18200,17927.288
20200321,18,18900,18209.775
20200321,19,20400,19338.913
20200321,20,20400,19603.925
20200321,21,19700,19045.500
20200321,22,18500,18035.950
20200321,23,17200,17060.613
20200321,24,16100,16153.200
20200322,1,14800,15274.763
20200322,2,14400,14713.150
20200322,3,14100,14334.125
20200322,4,14050,14216.150
20200322,5,14050,14235.650
20200322,6,13850,13899.850
20200322,7,14500,14053.800
20200322,8,15100,14564.300
20200322,9,15700,15148.963
20200322,10,16200,15598.550
20200322,11,16300,16083.913
20200322,12,16300,16356.875
20200322,13,16400,16513.250
20200322,14,16400,16662.813
20200322,15,16100,16404.038
20200322,16,15950,16163.375
20200322,17,16300,16342.175
20200322,18,17600,16760.500
20200322,19,18650,18210.638
20200322,20,18650,18786.938
20200322,21,18250,18301.288
20200322,22,17700,17421.400
20200322,23,16800,16796.038
20200322,24,16000,16081.275
20200323,1,15000,15304.363
20200323,2,14500,14918.450
20200323,3,14300,14787.800
20200323,4,14350,14816.800
20200323,5,15050,15014.038
20200323,6,16300,15295.363
20200323,7,19400,17345.875
20200323,8,20850,19319.438
20200323,9,21450,20504.113
20200323,10,21350,20617.975
20200323,11,21150,20358.888
20200323,12,21200,20632.738
20200323,13,21250,20817.075
20200323,14,21400,20966.213
20200323,15,20750,20549.875
20200323,16,20400,20309.300
20200323,17,20350,20378.338
